amfi_code,scheme_name,category,amc_name,cagr_1yr,cagr_3yr,cagr_5yr,mean_daily_return,volatility_ann,sharpe_ratio,sortino_ratio,max_drawdown,dd_peak_date,dd_trough_date,alpha,beta,r_squared,p_value,expense_ratio,rank_3yr,rank_sharpe,rank_alpha,rank_expense,rank_max_dd,composite_score
101208,ABSL Liquid Fund - Regular - Growth,Debt,Aditya Birla Sun Life MF,0.07241777200393584,0.06314299292105274,0.06509026855465327,0.00024154628565905978,0.005064371352310744,-0.8155673679088274,-1.0862701484748833,-0.0016224980244717857,2023-09-05,2023-09-12,0.06103184313333541,-0.0010198340079364255,2.7689867961551602e-05,0.858584340334086,0.533991780504304,25.0,2.5,65.0,82.5,92.5,42.75
120841,Kotak Bluechip Fund - Regular - Growth,Equity,Kotak Mahindra MF,0.1684955152939842,0.1726301444443794,0.1353221114899239,0.0005220152587214266,0.13463795800784437,0.4942725378672354,0.5083230447199034,-0.1757361416468729,2024-01-09,2025-02-14,0.020996230009682287,0.6951836824355574,0.018204430547442935,4.4426290901358665e-06,1.1886218532930637,47.5,42.5,40.0,37.5,40.0,42.5
118636,Nippon India Gilt Securities Fund - Regular - Growth,Debt,Nippon India MF,0.1046246278808034,0.04061259859840338,0.05316889625171273,0.00020153331311365723,0.039855381553882616,-0.35662950751436806,-0.3740067105292918,-0.08316361763638702,2023-02-09,2024-02-09,0.03495242125822959,0.09956905729843597,0.0042617487241977375,0.026910601499887075,0.6185086660174142,20.0,7.5,52.5,67.5,85.0,37.0
120842,Kotak Emerging Equity Fund - Regular - Growth,Equity,Kotak Mahindra MF,0.22518986942465924,0.0775416750547262,0.06701543482038463,0.0003119045881482731,0.17894715006571874,0.07599984804658917,0.07499924265410551,-0.24003511326274884,2023-11-09,2024-10-17,-0.09246402314999563,1.0757046552738516,0.024674565591705687,8.697042263719287e-08,0.3696756190799966,32.5,27.500000000000004,20.0,95.0,17.500000000000004,36.625
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,Debt,SBI Mutual Fund,0.05525880326360788,0.05838988442093762,0.05889418716346717,0.00022226830595075775,0.03967062369033869,-0.22657538662791604,-0.23622751433132907,-0.04328728923970093,2024-09-16,2025-04-01,0.04251454061462543,0.08487388027964796,0.003125525527619155,0.0581622708758778,0.9479175279631736,22.5,10.0,55.00000000000001,50.0,87.5,36.5
119092,Axis Bluechip Fund - Regular - Growth,Equity,Axis Mutual Fund,0.0161022963455828,0.005257668501786883,0.06367989237605243,0.0002749789297660477,0.13950661341123843,0.030784850954585892,0.03130736834066478,-0.1440161790933726,2023-10-12,2025-02-07,-0.11501872716299394,1.1590213318629512,0.04713095694699566,1.0083906500869633e-13,0.5727374508106509,12.5,25.0,15.0,75.0,62.5,30.5
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,Equity,HDFC Mutual Fund,0.15455077019290386,0.11242518737374207,0.11301817123279978,0.00047686346287115325,0.18352430087335792,0.3006119210425476,0.3022412826202108,-0.21117279560132118,2025-04-04,2025-09-12,-0.09849952597540404,1.3750608967383795,0.03833272547545158,2.1677485949391726e-11,1.72332830588,37.5,35.0,17.5,7.499999999999996,27.500000000000004,27.375
100025,HDFC Short Term Debt Fund - Regular - Growth,Debt,HDFC Mutual Fund,0.03707552701889649,0.03915479354684703,0.04458209619173137,0.00017005379350090052,0.03905245528100161,-0.5670947928476846,-0.587359799116494,-0.04308263824636349,2023-05-23,2023-07-28,0.03319866074294831,0.06071304883828609,0.00165036645984516,0.16878422899133116,1.7260714596148743,17.5,5.0,47.5,5.000000000000004,90.0,25.75
118634,Nippon India Small Cap Fund - Regular - Growth,Equity,Nippon India MF,0.158228664455887,0.080060298597036,0.16373474033415758,0.0007071093821003067,0.25241520946340457,0.44843400890899143,0.45517788255271985,-0.2334488614483311,2025-04-09,2026-02-20,-0.17834516605752668,2.2420162446678207,0.053871548758876106,1.6120013049305884e-15,1.7548647782429914,35.0,37.5,10.0,0.0,19.999999999999996,23.875
101207,ABSL Small Cap Fund - Regular - Growth,Equity,Aditya Birla Sun Life MF,-0.24000309180292634,-0.04151453816140693,0.07938764837247714,0.0004244528681492361,0.25797322217077745,0.16266076928646767,0.16606967666234337,-0.3544691649336603,2024-11-21,2026-05-11,-0.350741224316911,2.878184074941201,0.08499646561787848,6.016512124766572e-24,0.5340279606636548,5.0,32.5,2.5,80.0,5.000000000000004,22.625
100016,HDFC Top 100 Fund - Regular Plan - Growth,Equity,HDFC Mutual Fund,-0.022257773892688015,0.012923525892154508,0.026370743672111008,0.00014159930699210853,0.14548134802183868,-0.2015170675596695,-0.2084774499990582,-0.24734440880673303,2022-03-30,2022-09-15,-0.08969879640543667,0.7884407334841194,0.020055637211284602,1.4392333927925117e-06,0.8618101782710437,15.0,15.0,22.5,52.5,15.000000000000002,22.125
119599,SBI Small Cap Fund - Direct Plan - Growth,Equity,SBI Mutual Fund,0.13957994357447734,-0.01337083602283895,0.02054484701809378,0.00020131692580289563,0.24950125122855873,-0.05718662582817994,-0.05712433571296872,-0.5257422117012851,2023-01-17,2025-10-28,-0.2736242233843516,2.0396541449883596,0.04563316593774209,2.521131278260802e-13,0.7382169728028272,7.5,22.5,7.5,62.5,0.0,18.75
119095,Axis Small Cap Fund - Regular - Growth,Equity,Axis Mutual Fund,-0.42819495166622135,-0.11703299329834216,0.015215045330823962,0.00018236517391230026,0.25066580232600455,-0.07597357117478919,-0.07666971965673765,-0.5167775370852656,2025-05-22,2026-05-11,-0.30562434612444767,2.210849075685048,0.053117913516912675,2.5624011511638015e-15,1.0871346474483568,2.5,20.0,5.0,40.0,2.500000000000002,13.0
102886,UTI Mid Cap Fund - Regular - Growth,Equity,UTI Mutual Fund,-0.16807959958672036,-0.007672319440258146,0.011717454918341197,0.0001098147223397074,0.18134576297311292,-0.20583160785470325,-0.20371653420394428,-0.2800112356639287,2025-01-07,2026-04-27,-0.1156784482249716,0.9014414037954364,0.016872256484496615,1.0012137052244604e-05,1.5992642186624026,10.0,12.5,12.5,9.999999999999998,12.5,11.375
