amfi_code,CAGR,Annual_Return,Annual_Volatility,Sharpe,VaR_95,Max_Drawdown,scheme_name,category,fund_house,CAGR_pct,Volatility_pct,VaR_95_pct,MDD_pct
119598,0.2138037125961776,0.2138037125961776,0.21273031336024353,1.0050458217213094,0.021501921496768977,-0.28706005721764627,SBI Small Cap Fund - Regular Plan - Growth,Equity,SBI Mutual Fund,21.38037125961776,21.273031336024353,2.1501921496768976,-28.706005721764626
119599,0.014129931609609958,0.014129931609609958,0.2109507450893363,0.06698213653441243,0.02315543346345327,-0.5257422117012853,SBI Small Cap Fund - Direct Plan - Growth,Equity,SBI Mutual Fund,1.4129931609609958,21.09507450893363,2.315543346345327,-52.57422117012853
120503,0.12611234974973584,0.12611234974973584,0.11749520419593217,1.0733404023830106,0.012133236715948303,-0.1389786282306159,ICICI Pru Bluechip Fund - Regular - Growth,Equity,ICICI Prudential MF,12.611234974973584,11.749520419593216,1.2133236715948303,-13.89786282306159
120504,0.1554390913284538,0.1554390913284538,0.12159171405589193,1.27836911039023,0.012531255294818832,-0.1258827560692246,ICICI Pru Bluechip Fund - Direct - Growth,Equity,ICICI Prudential MF,15.543909132845378,12.159171405589193,1.2531255294818833,-12.588275606922462
120505,0.21635659017888687,0.21635659017888687,0.16331148626873535,1.324809388011225,0.016224087303417265,-0.18188513572116338,ICICI Pru Midcap Fund - Regular - Growth,Equity,ICICI Prudential MF,21.635659017888685,16.331148626873535,1.6224087303417265,-18.18851357211634
120506,0.11496519378615822,0.11496519378615822,0.1288537355031301,0.8922146753235998,0.013005352264566304,-0.19825658262982693,ICICI Pru Value Discovery Fund - Regular - Growth,Equity,ICICI Prudential MF,11.496519378615822,12.885373550313009,1.3005352264566303,-19.825658262982692
120507,0.049391280734543574,0.049391280734543574,0.004595542446781646,10.74764977290838,0.00019572938739494946,-0.0009773140045926665,ICICI Pru Liquid Fund - Regular - Growth,Debt,ICICI Prudential MF,4.9391280734543574,0.4595542446781646,0.019572938739494946,-0.09773140045926665
120841,0.09151266930745616,0.09151266930745616,0.11389383315023299,0.8034909948701552,0.011724966759344823,-0.1757361416468739,Kotak Bluechip Fund - Regular - Growth,Equity,Kotak Mahindra MF,9.151266930745617,11.389383315023299,1.1724966759344824,-17.573614164687392
120842,0.04576968637773482,0.04576968637773482,0.1513109563389533,0.3024875890362206,0.016949938922196216,-0.24003511326274685,Kotak Emerging Equity Fund - Regular - Growth,Equity,Kotak Mahindra MF,4.576968637773482,15.131095633895331,1.6949938922196217,-24.003511326274683
120843,0.20419887254007207,0.20419887254007207,0.13454333708270202,1.5177182086285976,0.013327485173211561,-0.1297396816518681,Kotak Flexicap Fund - Regular - Growth,Equity,Kotak Mahindra MF,20.419887254007207,13.454333708270202,1.3327485173211562,-12.973968165186811
120844,0.047214478523720516,0.047214478523720516,0.004712319548628624,10.019371147582902,0.0002038147642592136,-0.0011629327956168556,Kotak Liquid Fund - Regular - Growth,Debt,Kotak Mahindra MF,4.721447852372052,0.4712319548628624,0.02038147642592136,-0.11629327956168556
125497,0.12763242123654206,0.12763242123654206,0.12412510324744506,1.0282563147770771,0.01250186045702889,-0.15200013055606387,HDFC Top 100 Fund - Direct Plan - Growth,Equity,HDFC Mutual Fund,12.763242123654205,12.412510324744506,1.250186045702889,-15.200013055606387
125498,0.0766726749015536,0.0766726749015536,0.1552019281708005,0.49401882956747123,0.01676236356598184,-0.21117279560132163,HDFC Mid-Cap Opportunities Fund - Direct - Growth,Equity,HDFC Mutual Fund,7.667267490155361,15.52019281708005,1.676236356598184,-21.11727956013216
148567,0.20462186043324393,0.20462186043324393,0.12025007220633206,1.701636071221162,0.012607396741943243,-0.1126572907502823,Mirae Asset Large Cap Fund - Regular - Growth,Equity,Mirae Asset MF,20.462186043324394,12.025007220633206,1.2607396741943242,-11.26572907502823
148568,0.15040227218523028,0.15040227218523028,0.13058278252552016,1.1517772042867653,0.01331269515511313,-0.1527259422823477,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Equity,Mirae Asset MF,15.040227218523029,13.058278252552016,1.331269515511313,-15.27259422823477
148569,0.2108043760036229,0.2108043760036229,0.149645494905376,1.4086917627351159,0.015259046371143082,-0.16396742946932696,Mirae Asset Tax Saver Fund - Regular - Growth,Equity,Mirae Asset MF,21.080437600362288,14.964549490537598,1.5259046371143081,-16.396742946932697
149322,0.09059091579789302,0.09059091579789302,0.1214152982167108,0.7461243939474563,0.012955446642516754,-0.14111986534883092,DSP Top 100 Equity Fund - Regular - Growth,Equity,DSP Mutual Fund,9.059091579789303,12.14152982167108,1.2955446642516755,-14.111986534883092
149323,0.19576760600828425,0.19576760600828425,0.15022898071146282,1.303128098727403,0.015865984799217414,-0.17248105753451415,DSP Midcap Fund - Regular - Growth,Equity,DSP Mutual Fund,19.576760600828425,15.022898071146281,1.5865984799217414,-17.248105753451416
149324,0.21294290275179173,0.21294290275179173,0.21019084659728782,1.013093130357749,0.02152030425318905,-0.3117190030063417,DSP Small Cap Fund - Regular - Growth,Equity,DSP Mutual Fund,21.294290275179172,21.019084659728783,2.152030425318905,-31.17190030063417
